meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
850.8644708598007,14.821017875852409,1518.0908203125,737.9230293856756,943.3888714433057,205.46584205763008,0.5870174927504641,0.3405512726300488,6.362000066206077,0.00032434475724585354,509.4092198160597,850.8644708598007,-250.45359802246094,-298.8590393066406,-106.87706756591797,0.009763818351100517,-0.2545839955826339,0.24919534328235224,0.5037793388649862,0.033487955729166664,male
