meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
821.7732394672604,6.097404238141192,1297.37548828125,724.8146133491889,915.6469175304221,190.8323041812332,0.6496136284286902,0.9014418370840644,4.665723742706073,0.0002327357797184959,507.8768999521135,821.7732394672604,-209.01275634765625,-290.7841796875,-106.35834503173828,-0.030856470707113125,-0.2666552535183313,0.14176743220544466,0.40842268572377594,0.03979040075231482,female
